question,resolution,date_begin,date_resolve_at,baseline_strength,baseline_brier,conversational_strength,conversational_brier
"In 2024, will Israel conduct a military strike against Iran?",1,2023-12-02,2024-04-02,0.287,0.5083690000000001,0.5,0.25
"Israel-Hamas temporary ceasefire before April 1st, 2024?",0,2023-12-17,2024-04-01,0.763,0.582169,0.5,0.25
"Did kenshin9000 ""beat all chess engines"" with GPT-4?",0,2023-12-12,2024-04-01,0.036,0.0012959999999999998,0.5,0.25
"Will OpenAI release GPT 4.5 or GPT 5 before April 2024?",0,2023-12-18,2024-04-01,0.217,0.047089,0.5,0.25
"Will GPT-4 be available to ChatGPT Free Users before April 2024?",0,2023-12-16,2024-03-31,0.649,0.42120100000000005,0.5,0.25
"Will the Supreme Court rule 9-0 overturning the Colorado ruling barring Trump from the ballot per 14th amendment?",1,2023-12-20,2024-03-04,0.251,0.561001,0.5,0.25
"Will SCOTUS reverse the Colorado Supreme Court's decision to bar Trump from the ballot? ",1,2023-12-19,2024-03-04,0.802,0.03920399999999998,0.5,0.25
"Will Bitcoin trade at $65,000 or higher at any point in 2024?",1,2023-12-12,2024-03-04,0.471,0.279841,0.5,0.25
"Will the Supreme Court make any decision on the Trump Colorado ballot before March 2024?",0,2023-12-31,2024-03-01,0.865,0.748225,0.5,0.25
"Will the 2024 Super Bowl be the most watched of all time? 🏈🏆📺",1,2023-12-19,2024-02-12,0.325,0.45562500000000006,0.5,0.25
"Will Google layoff more than 1000+ employees before February 2024?",1,2023-12-20,2024-02-06,0.3,0.48999999999999994,0.5,0.25
"Will Ron DeSantis be one of the top three candidates in the 2024 New Hampshire Republican primary?",1,2023-12-04,2024-01-23,0.715,0.08122500000000002,0.5,0.25
"[1K subsidy]Will the debate between Destiny and Ben Shapiro that is hosted by Lex Friedman be published in January 2024?",1,2023-12-27,2024-01-23,0.455,0.29702499999999993,0.5,0.25
"Will Nikki Haley get more votes than Ron DeSantis in the Iowa Caucus?",0,2023-12-02,2024-01-16,0.597,0.356409,0.5,0.25
"Will Nikki Haley overtake and lead Ron DeSantis on 538's Republican Primary page at end of Blue Monday 2024? (Jan 15)",1,2023-12-29,2024-01-16,0.658,0.11696399999999998,0.5,0.25
"Did Harvard President Claudine Gay plagiarize multiple sections of her PhD thesis, violating Harvard's policies? (*)",1,2023-12-10,2024-01-08,0.845,0.024025000000000008,0.5,0.25
"Will Claudine Gay remain Harvard’s president until the end of 2024?",0,2023-12-08,2024-01-02,0.315,0.09922500000000001,0.5,0.25
"Will GPT 4.5 come out in December?",0,2023-12-06,2024-01-01,0.061,0.003721,0.5,0.25
"Will 2024 be the hottest year in the last 25 years",1,2023-12-25,2025-02-01,0.524,0.22657599999999997,0.5,0.25
"Will OpenAI be the target and victim of a major cyber attack in 2024?",0,2023-12-31,2025-01-27,0.615,0.378225,0.5,0.25
"Will Putin's approval in Russia fall below 80% in 2024?",0,2023-12-31,2025-01-19,0.728,0.529984,0.5,0.25
"Will we get AGI before 2025?",0,2023-12-10,2025-01-16,0.102,0.010403999999999998,0.5,0.25
"Will Trudeau still be prime minister by the end of 2024",1,2023-12-25,2025-01-10,0.745,0.065025,0.5,0.25
"Will renewable energy sources pass coal power plants as world's largest electricity source in 2024?",0,2023-12-01,2025-01-09,0.762,0.580644,0.5,0.25
"Will Destiny appear on the Joe Rogan Podcast by the end of 2024",0,2023-12-21,2025-01-09,0.327,0.10692900000000001,0.5,0.25
"Will Russia conduct a nuclear test in 2024?",0,2023-12-01,2025-01-04,0.203,0.041209,0.5,0.25
"Will a lawless LLM chatbot get 10 million daily active users by the end of 2024?",0,2023-12-21,2025-01-03,0.481,0.23136099999999998,0.5,0.25
"Will I think all AI hell broke loose in 2024?",0,2023-12-26,2025-01-02,0.097,0.009409,0.5,0.25
"Will Threads overtake X in daily active users by the end of 2024?",0,2023-12-21,2025-01-01,0.153,0.023409,0.5,0.25
"Will Apple sell 500,000 units of Vision Pro in 2024?",0,2023-12-18,2025-01-01,0.421,0.17724099999999998,0.5,0.25
"Will there be a war between Iran and Israel by the end of 2024",0,2023-12-17,2025-01-01,0.168,0.028224000000000003,0.5,0.25
"Will the Apple Vision Pro be successful enough to revive interest in mixed reality and the metaverse?",0,2023-12-21,2024-12-31,0.425,0.18062499999999998,0.5,0.25
"Will Google mostly catch up to OpenAI in LLM quality and neutralize ChatGPT's lead by the end of 2024?",0,2023-12-21,2024-12-31,0.516,0.266256,0.5,0.25
"Will white-collar workers unionize to prevent job loss to AI/automation in 2024?",0,2023-12-21,2024-12-31,0.223,0.049729,0.5,0.25
"Will SpaceX deploy any Starlink satellites using Starship in 2024?",0,2023-12-09,2024-12-31,0.693,0.4802489999999999,0.5,0.25
"Will OpenAI fund/start/buy an AI Chip company (semiconductors) in 2024?",0,2023-12-26,2024-12-31,0.588,0.34574399999999994,0.5,0.25
"Will Jimmy Carter die in 2024?",1,2023-12-26,2024-12-30,0.742,0.066564,0.5,0.25
"Will Jimmy Carter Die during 2024",1,2023-12-29,2024-12-29,0.77,0.05289999999999999,0.5,0.25
"Will a living US President (past or current) pass away before the end of 2024?",1,2023-12-16,2024-12-29,0.845,0.024025000000000008,0.5,0.25
"Will there be a ceasefire in Gaza by Eoy 2024?",0,2023-12-29,2024-12-18,0.585,0.34222499999999995,0.5,0.25
"Will an AI system, product, company, concept, or affiliated person be *nominated* for TIME's 2024 Person of The Year?",0,2023-12-07,2024-12-09,0.508,0.258064,0.5,0.25
"Will Bitcoin reach $100,000 by the end of 2024?",1,2023-12-08,2024-12-05,0.261,0.546121,0.5,0.25
"2024: Will Bitcoin reach $100,000?",1,2023-12-01,2024-12-05,0.323,0.45832900000000004,0.5,0.25
"Will the Republicans win a trifecta in 2024 (controlling House, Senate and President)?",1,2023-12-01,2024-11-16,0.2,0.6400000000000001,0.5,0.25
"Will Taylor Swift be mentioned in the 2024 US Presidential Debates?",0,2023-12-14,2024-11-05,0.387,0.149769,0.5,0.25
"Will Israel and Lebanon/Hezbollah go to war in 2024?",1,2023-12-07,2024-09-30,0.447,0.30580899999999994,0.5,0.25
"Will Elon Musk get his own Hunter Biden laptop scandal in 2024?",1,2023-12-21,2024-09-28,0.315,0.46922500000000006,0.5,0.25
"Will FED cut rates at their September 2024 meeting?",1,2023-12-13,2024-09-18,0.593,0.16564900000000002,0.5,0.25
"Will Apple’s next iPhone (2024) include an on-device LLM “ChatBot”?",0,2023-12-24,2024-09-13,0.528,0.27878400000000003,0.5,0.25
"Will there be a major school shooting in the US before the end of 2024?",1,2023-12-26,2024-09-04,0.883,0.013688999999999998,0.5,0.25
"Will Robert F. Kennedy Jr. Achieve Ballot Access in All 50 States for the 2024 US Presidential Election?",0,2023-12-16,2024-08-24,0.133,0.017689000000000003,0.5,0.25
"Will Amazon layoff more than 1000+ employees before February 2024?",0,2023-12-20,2024-08-15,0.395,0.15602500000000002,0.5,0.25
"Will Apple resume advertising on X before July 1st, 2024?",0,2023-12-26,2024-07-03,0.452,0.204304,0.5,0.25
"Will I get a girlfriend by the end of 2024?",1,2023-12-08,2024-06-17,0.473,0.277729,0.5,0.25
"Will iOS 18 introduce big improvements to Siri, making it similar to ChatGPT?",1,2023-12-26,2024-06-10,0.355,0.41602500000000003,0.5,0.25
"Will anyone other than OpenAI rank #1 on Chatbot Arena in 2024? (for >1 week)",1,2023-12-13,2024-04-05,0.49,0.2601,0.5,0.25
"In 2024, will Israel conduct a military strike against Iran?",1,2023-12-02,2024-04-02,0.287,0.5083690000000001,0.5,0.25
"Israel-Hamas temporary ceasefire before April 1st, 2024?",0,2023-12-17,2024-04-01,0.763,0.582169,0.5,0.25
"Did kenshin9000 ""beat all chess engines"" with GPT-4?",0,2023-12-12,2024-04-01,0.036,0.0012959999999999998,0.5,0.25
"Will OpenAI release GPT 4.5 or GPT 5 before April 2024?",0,2023-12-18,2024-04-01,0.217,0.047089,0.5,0.25
"Will GPT-4 be available to ChatGPT Free Users before April 2024?",0,2023-12-16,2024-03-31,0.649,0.42120100000000005,0.5,0.25
"Will the Supreme Court rule 9-0 overturning the Colorado ruling barring Trump from the ballot per 14th amendment?",1,2023-12-20,2024-03-04,0.251,0.561001,0.5,0.25
"Will SCOTUS reverse the Colorado Supreme Court's decision to bar Trump from the ballot? ",1,2023-12-19,2024-03-04,0.802,0.03920399999999998,0.5,0.25
"Will Bitcoin trade at $65,000 or higher at any point in 2024?",1,2023-12-12,2024-03-04,0.471,0.279841,0.5,0.25
"Will the Supreme Court make any decision on the Trump Colorado ballot before March 2024?",0,2023-12-31,2024-03-01,0.865,0.748225,0.5,0.25
"Will the 2024 Super Bowl be the most watched of all time? 🏈🏆📺",1,2023-12-19,2024-02-12,0.325,0.45562500000000006,0.5,0.25
"Will Google layoff more than 1000+ employees before February 2024?",1,2023-12-20,2024-02-06,0.3,0.48999999999999994,0.5,0.25
"Will Ron DeSantis be one of the top three candidates in the 2024 New Hampshire Republican primary?",1,2023-12-04,2024-01-23,0.715,0.08122500000000002,0.5,0.25
"[1K subsidy]Will the debate between Destiny and Ben Shapiro that is hosted by Lex Friedman be published in January 2024?",1,2023-12-27,2024-01-23,0.455,0.29702499999999993,0.5,0.25
"Will Nikki Haley get more votes than Ron DeSantis in the Iowa Caucus?",0,2023-12-02,2024-01-16,0.597,0.356409,0.5,0.25
"Will Nikki Haley overtake and lead Ron DeSantis on 538's Republican Primary page at end of Blue Monday 2024? (Jan 15)",1,2023-12-29,2024-01-16,0.658,0.11696399999999998,0.5,0.25
"Did Harvard President Claudine Gay plagiarize multiple sections of her PhD thesis, violating Harvard's policies? (*)",1,2023-12-10,2024-01-08,0.845,0.024025000000000008,0.5,0.25
"Will Claudine Gay remain Harvard’s president until the end of 2024?",0,2023-12-08,2024-01-02,0.315,0.09922500000000001,0.5,0.25
"Will GPT 4.5 come out in December?",0,2023-12-06,2024-01-01,0.061,0.003721,0.5,0.25
